minute,pts_in,pts_out
1329,531.0,362.0
1330,497.0,335.0
1331,526.0,340.0
1332,485.0,319.0
1333,530.0,301.0
1334,507.0,292.0
1335,461.0,280.0
1336,461.0,289.0
1337,435.0,287.0
1338,418.0,298.0
1339,488.0,269.0
1340,475.0,244.0
1341,455.0,283.0
1342,443.0,291.0
1343,443.0,250.0
1344,441.0,248.0
1345,406.0,255.0
1346,419.0,235.0
1347,406.0,227.0
1348,371.0,233.0
1349,342.0,265.0
1350,364.0,225.0
1351,380.0,217.0
1352,400.0,202.0
1353,383.0,204.0
1354,352.0,233.0
1355,354.0,259.0
1356,355.0,235.0
1357,373.0,198.0
1358,351.0,227.0
1359,345.0,211.0
1360,323.0,204.0
1361,300.0,206.0
1362,339.0,177.0
1363,291.0,179.0
1364,310.0,171.0
1365,339.0,191.0
1366,316.0,164.0
1367,308.0,195.0
1368,322.0,174.0
1369,316.0,158.0
1370,327.0,190.0
1371,321.0,174.0
1372,298.0,182.0
1373,279.0,163.0
1374,294.0,174.0
1375,274.0,196.0
1376,314.0,165.0
1377,295.0,164.0
1378,285.0,157.0
1379,282.0,161.0
1380,296.0,152.0
1381,285.0,148.0
1382,258.0,160.0
1383,242.0,184.0
1384,244.0,159.0
1385,258.0,147.0
1386,266.0,114.0
1387,255.0,167.0
1388,246.0,113.0
1389,222.0,118.0
1390,224.0,107.0
1391,197.0,116.0
1392,186.0,140.0
1393,225.0,111.0
1394,221.0,100.0
1395,198.0,113.0
1396,168.0,105.0
1397,190.0,108.0
1398,170.0,111.0
1399,180.0,124.0
1400,192.0,99.0
1401,181.0,90.0
1402,172.0,103.0
1403,190.0,87.0
1404,201.0,83.0
1405,183.0,104.0
1406,200.0,93.0
1407,192.0,103.0
1408,181.0,131.0
1409,169.0,104.0
1410,182.0,121.0
1411,201.0,88.0
1412,173.0,102.0
1413,188.0,93.0
1414,170.0,93.0
1415,210.0,67.0
1416,178.0,73.0
1417,156.0,81.0
1418,163.0,69.0
1419,167.0,73.0
1420,177.0,81.0
1421,169.0,66.0
1422,164.0,97.0
1423,157.0,77.0
1424,172.0,90.0
1425,173.0,85.0
1426,163.0,84.0
1427,160.0,58.0
1428,149.0,61.0
1429,132.0,78.0
1430,130.0,67.0
1431,128.0,55.0
1432,113.0,63.0
1433,98.0,62.0
1434,98.0,88.0
1435,98.0,41.0
1436,88.0,36.0
1437,49.0,30.0
1438,11.0,12.0
1439,0.0,2.0
